,owner,name,full_name,clone_url,forks,watchers,open_issues,describtion_length,size,branches,framework
939,romelljaramillo,shop-angula-nestjs,romelljaramillo/shop-angula-nestjs,https://github.com/romelljaramillo/shop-angula-nestjs.git,0,0,0,41,640,2,angular
940,wachuuu,online-store,wachuuu/online-store,https://github.com/wachuuu/online-store.git,0,1,0,57,507,2,angular
941,sskadam45,angular-tour-online-shopping-cart,sskadam45/angular-tour-online-shopping-cart,https://github.com/sskadam45/angular-tour-online-shopping-cart.git,0,0,0,26,14,2,angular
942,ronnizan,Online-Shop-Angular-Fullstack-App,ronnizan/Online-Shop-Angular-Fullstack-App,https://github.com/ronnizan/Online-Shop-Angular-Fullstack-App.git,0,1,0,0,3183,2,angular
943,andreeadumitru96,online-shop-typescript-angular-node,andreeadumitru96/online-shop-typescript-angular-node,https://github.com/andreeadumitru96/online-shop-typescript-angular-node.git,0,0,0,26,38071,2,angular
944,meital10,Angular-Node.js-Online-Shopping,meital10/Angular-Node.js-Online-Shopping,https://github.com/meital10/Angular-Node.js-Online-Shopping.git,0,0,0,160,2807,2,angular
945,AzariasMacuare,frontend-meang-online-shop,AzariasMacuare/frontend-meang-online-shop,https://github.com/AzariasMacuare/frontend-meang-online-shop.git,0,0,0,50,324,2,angular
946,shimels1,online-shopping-system,shimels1/online-shopping-system,https://github.com/shimels1/online-shopping-system.git,0,0,0,58,1257,2,angular
947,tabdelrhman,Com-Online-Shopping,tabdelrhman/Com-Online-Shopping,https://github.com/tabdelrhman/Com-Online-Shopping.git,0,0,0,65,1225,2,angular
948,andresomargonzalez,front-meang-online-shop,andresomargonzalez/front-meang-online-shop,https://github.com/andresomargonzalez/front-meang-online-shop.git,0,0,0,63,284,2,angular
949,Dev-Integral,alias-online-shop,Dev-Integral/alias-online-shop,https://github.com/Dev-Integral/alias-online-shop.git,0,0,20,51,3322,2,angular
950,DDonamaria,online-shop-frontend,DDonamaria/online-shop-frontend,https://github.com/DDonamaria/online-shop-frontend.git,0,0,0,58,707,2,angular
951,ipanatsia,Online-Shop-Website,ipanatsia/Online-Shop-Website,https://github.com/ipanatsia/Online-Shop-Website.git,0,0,0,46,28,2,angular
952,chukjustin2000,online-Shopping-Ecommerce-Project,chukjustin2000/online-Shopping-Ecommerce-Project,https://github.com/chukjustin2000/online-Shopping-Ecommerce-Project.git,0,0,0,63,2662,2,angular
953,AndreiAndreea,RealEstateOnlineShop,AndreiAndreea/RealEstateOnlineShop,https://github.com/AndreiAndreea/RealEstateOnlineShop.git,0,0,0,57,41774,2,angular
954,prasadnarayana,online-shopping-cart,prasadnarayana/online-shopping-cart,https://github.com/prasadnarayana/online-shopping-cart.git,0,0,19,60,2557,2,angular
955,RuiCastello,Online-Computer-Shop,RuiCastello/Online-Computer-Shop,https://github.com/RuiCastello/Online-Computer-Shop.git,0,0,0,49,1891,2,angular
956,kalpesh09com,AngularProject-Shopping-Cart,kalpesh09com/AngularProject-Shopping-Cart,https://github.com/kalpesh09com/AngularProject-Shopping-Cart.git,0,0,0,76,21150,2,angular
957,AlexJubs,AngularStore,AlexJubs/AngularStore,https://github.com/AlexJubs/AngularStore.git,0,1,0,114,14,2,angular
958,FranklinYu,Mongdim-Angular,FranklinYu/Mongdim-Angular,https://github.com/FranklinYu/Mongdim-Angular.git,0,0,1,47,179,2,angular
959,MdGolam-Kibria,frontendAngular,MdGolam-Kibria/frontendAngular,https://github.com/MdGolam-Kibria/frontendAngular.git,0,1,0,46,2464,2,angular
960,dorhdd,Online_Market-Angular-Node.js-MySQL,dorhdd/Online_Market-Angular-Node.js-MySQL,https://github.com/dorhdd/Online_Market-Angular-Node.js-MySQL.git,0,0,0,134,461,2,angular
961,msalah-mum,Online-shopping,msalah-mum/Online-shopping,https://github.com/msalah-mum/Online-shopping.git,0,0,16,85,2334,2,angular
962,ImamitK,online-shopping,ImamitK/online-shopping,https://github.com/ImamitK/online-shopping.git,0,0,0,114,464,2,angular
963,Roman-H91,online_shop,Roman-H91/online_shop,https://github.com/Roman-H91/online_shop.git,0,0,0,102,31,2,angular
964,Tvido,online-shop,Tvido/online-shop,https://github.com/Tvido/online-shop.git,0,0,0,77,304,2,angular
965,HazemGharib,online-shop,HazemGharib/online-shop,https://github.com/HazemGharib/online-shop.git,0,1,0,73,150,2,angular
966,MosheOz,Online-Shop,MosheOz/Online-Shop,https://github.com/MosheOz/Online-Shop.git,0,0,0,100,3657,2,angular
967,FaronS98,Online-Shop,FaronS98/Online-Shop,https://github.com/FaronS98/Online-Shop.git,0,0,0,82,217,2,angular
968,afieldi,Angular-Ramen-Shop,afieldi/Angular-Ramen-Shop,https://github.com/afieldi/Angular-Ramen-Shop.git,0,0,0,55,141,2,angular
969,cesarfreitas93,shopp-crud-firebase-angular,cesarfreitas93/shopp-crud-firebase-angular,https://github.com/cesarfreitas93/shopp-crud-firebase-angular.git,0,0,0,67,135,2,angular
970,svitlanaf,oShop-angular,svitlanaf/oShop-angular,https://github.com/svitlanaf/oShop-angular.git,0,0,2,56,482,2,angular
971,rizalasrul,angular-mini-shop,rizalasrul/angular-mini-shop,https://github.com/rizalasrul/angular-mini-shop.git,0,1,0,52,530,2,angular
972,IvayloG,igniteui-angular-shop-application,IvayloG/igniteui-angular-shop-application,https://github.com/IvayloG/igniteui-angular-shop-application.git,0,0,0,59,95,2,angular
973,homero456,shopping,homero456/shopping,https://github.com/homero456/shopping.git,0,0,21,51,2569,2,angular
974,skinnydoo,OnlineShop,skinnydoo/OnlineShop,https://github.com/skinnydoo/OnlineShop.git,0,1,31,86,2460,2,angular
975,Dardena7,Resto-Angular-Firebase,Dardena7/Resto-Angular-Firebase,https://github.com/Dardena7/Resto-Angular-Firebase.git,0,0,0,57,458,2,angular
976,loisch22,angular-cli-practice,loisch22/angular-cli-practice,https://github.com/loisch22/angular-cli-practice.git,0,0,0,46,78,2,angular
977,RostyslavStupnytskyi,Adnromeda-Frontend-Angular,RostyslavStupnytskyi/Adnromeda-Frontend-Angular,https://github.com/RostyslavStupnytskyi/Adnromeda-Frontend-Angular.git,0,1,0,107,439,2,angular
978,zeljkolucic,Online-Shop,zeljkolucic/Online-Shop,https://github.com/zeljkolucic/Online-Shop.git,0,0,0,40,10795,2,angular
979,EllieThor,angularShop,EllieThor/angularShop,https://github.com/EllieThor/angularShop.git,0,0,0,139,8356,2,angular
980,burako,ng-little-web-shop,burako/ng-little-web-shop,https://github.com/burako/ng-little-web-shop.git,1,0,0,52,300,2,angular
981,CapstoneProject18,Implementing-Grocery-Store-with-Payment-Gateway-using-Angular,CapstoneProject18/Implementing-Grocery-Store-with-Payment-Gateway-using-Angular,https://github.com/CapstoneProject18/Implementing-Grocery-Store-with-Payment-Gateway-using-Angular.git,2,0,56,467,33954,2,angular
982,Minacava,TheBookShopAngularApp,Minacava/TheBookShopAngularApp,https://github.com/Minacava/TheBookShopAngularApp.git,1,1,0,62,70414,2,angular
983,wojteko22,online-shop,wojteko22/online-shop,https://github.com/wojteko22/online-shop.git,0,0,5,122,640,2,angular
984,yassineDevox,shop-online,yassineDevox/shop-online,https://github.com/yassineDevox/shop-online.git,0,1,0,115,4807,2,angular
985,sarazer,Shopping-online,sarazer/Shopping-online,https://github.com/sarazer/Shopping-online.git,0,0,0,104,4689,2,angular
986,harshita1931,Organic-Shop,harshita1931/Organic-Shop,https://github.com/harshita1931/Organic-Shop.git,0,1,0,45,71,2,angular
987,MingJing2015,ionicShop,MingJing2015/ionicShop,https://github.com/MingJing2015/ionicShop.git,0,1,0,42,2962,2,angular
988,MinhYDev1504,MimiShop,MinhYDev1504/MimiShop,https://github.com/MinhYDev1504/MimiShop.git,0,0,0,72,38155,2,angular
989,Stark2248,Crazy-Shop,Stark2248/Crazy-Shop,https://github.com/Stark2248/Crazy-Shop.git,0,0,0,58,3254,2,angular
990,Aditi3012,E-shopping-,Aditi3012/E-shopping-,https://github.com/Aditi3012/E-shopping-.git,0,1,19,53,69479,2,angular
991,eashwaranRaghu,shop_liver,eashwaranRaghu/shop_liver,https://github.com/eashwaranRaghu/shop_liver.git,0,0,0,52,120,2,angular
992,MedinaAJ,MediShop,MedinaAJ/MediShop,https://github.com/MedinaAJ/MediShop.git,0,1,24,48,12919,2,angular
993,khyatii,online-shopping,khyatii/online-shopping,https://github.com/khyatii/online-shopping.git,0,0,0,27,3359,2,angular
994,DanBlakeman,toy-shop,DanBlakeman/toy-shop,https://github.com/DanBlakeman/toy-shop.git,0,0,0,49,388,2,angular
995,raminarmanfar,sample-shop,raminarmanfar/sample-shop,https://github.com/raminarmanfar/sample-shop.git,0,0,0,54,119,2,angular
996,DavidGasparyan,shop-llc,DavidGasparyan/shop-llc,https://github.com/DavidGasparyan/shop-llc.git,0,0,0,50,322,2,angular
997,davsap,LittleShop,davsap/LittleShop,https://github.com/davsap/LittleShop.git,0,0,0,47,86,2,angular
998,alejandrolaverri,frontend-meang-online-shop,alejandrolaverri/frontend-meang-online-shop,https://github.com/alejandrolaverri/frontend-meang-online-shop.git,0,1,0,104,512,2,angular
999,gliceta,_frontend-meang-online-shop,gliceta/_frontend-meang-online-shop,https://github.com/gliceta/_frontend-meang-online-shop.git,0,0,0,102,1089,2,angular
1000,abbie-dev1,Online-Shopping-Store,abbie-dev1/Online-Shopping-Store,https://github.com/abbie-dev1/Online-Shopping-Store.git,0,1,0,62,446,2,angular
1001,alijcolina,frontend-meang-online-shop,alijcolina/frontend-meang-online-shop,https://github.com/alijcolina/frontend-meang-online-shop.git,0,0,0,107,1870,2,angular
1002,ElSamhaa,Online-Shopping-NodeJS,ElSamhaa/Online-Shopping-NodeJS,https://github.com/ElSamhaa/Online-Shopping-NodeJS.git,1,0,0,74,284,2,angular
1003,berngarciamadrid,frontend-meang-online-shop,berngarciamadrid/frontend-meang-online-shop,https://github.com/berngarciamadrid/frontend-meang-online-shop.git,0,0,0,107,220,2,angular
1004,MotiTishler,Project4OnlineShop,MotiTishler/Project4OnlineShop,https://github.com/MotiTishler/Project4OnlineShop.git,0,0,0,103,195,2,angular
1005,acharyadarshan,quick-bazar-online-shopping-,acharyadarshan/quick-bazar-online-shopping-,https://github.com/acharyadarshan/quick-bazar-online-shopping-.git,0,0,0,67,4782,2,angular
1006,MohamedBechir,Shop-Online,MohamedBechir/Shop-Online,https://github.com/MohamedBechir/Shop-Online.git,0,0,3,0,4175,2,angular
1007,JhonHurachi,frontend-meang-online-shop,JhonHurachi/frontend-meang-online-shop,https://github.com/JhonHurachi/frontend-meang-online-shop.git,0,0,0,104,602,2,angular
1008,FranciscoJavierMartin,MEANG-Online-Shop,FranciscoJavierMartin/MEANG-Online-Shop,https://github.com/FranciscoJavierMartin/MEANG-Online-Shop.git,0,0,0,76,940,2,angular
1009,gal2410,Shopping-Online,gal2410/Shopping-Online,https://github.com/gal2410/Shopping-Online.git,0,1,22,5,55789,2,angular
1010,lstasp,online-shopping,lstasp/online-shopping,https://github.com/lstasp/online-shopping.git,0,0,0,0,532,2,angular
1011,verma151,AngularEcommerce,verma151/AngularEcommerce,https://github.com/verma151/AngularEcommerce.git,0,0,0,87,116,2,angular
1012,maciejpajkowski,games-shop,maciejpajkowski/games-shop,https://github.com/maciejpajkowski/games-shop.git,0,0,0,131,2831,2,angular
1013,IskraNikolova,AngularProject,IskraNikolova/AngularProject,https://github.com/IskraNikolova/AngularProject.git,0,0,0,91,1677,2,angular
1014,Nitai132,online-shop-CLIENT--Angular--SCHOOL-ASSIGNMENT,Nitai132/online-shop-CLIENT--Angular--SCHOOL-ASSIGNMENT,https://github.com/Nitai132/online-shop-CLIENT--Angular--SCHOOL-ASSIGNMENT.git,0,0,0,0,164,2,angular
1015,rdm100,Angular_And_Spring_Boot_Online_Shop,rdm100/Angular_And_Spring_Boot_Online_Shop,https://github.com/rdm100/Angular_And_Spring_Boot_Online_Shop.git,0,0,0,0,9012,2,angular
1016,RayaLevinson,Angular_Node.js_MySQL_shop_online,RayaLevinson/Angular_Node.js_MySQL_shop_online,https://github.com/RayaLevinson/Angular_Node.js_MySQL_shop_online.git,0,0,0,0,3147,2,angular
1017,karthi1987,target-shopping-cart,karthi1987/target-shopping-cart,https://github.com/karthi1987/target-shopping-cart.git,0,0,0,53,36437,2,angular
1018,AnastasiiaTk,sweet-shop-frontend,AnastasiiaTk/sweet-shop-frontend,https://github.com/AnastasiiaTk/sweet-shop-frontend.git,0,0,19,53,6465,2,angular
1019,HDMercado,frontend-meang-shop,HDMercado/frontend-meang-shop,https://github.com/HDMercado/frontend-meang-shop.git,0,0,0,64,143,2,angular
1020,amoignet,ProjetPersoSnowboardShop,amoignet/ProjetPersoSnowboardShop,https://github.com/amoignet/ProjetPersoSnowboardShop.git,0,0,0,45,213,2,angular
1021,zaki88-ahmed,shoppingCart-Angular-secuirty,zaki88-ahmed/shoppingCart-Angular-secuirty,https://github.com/zaki88-ahmed/shoppingCart-Angular-secuirty.git,0,0,2,139,559,2,angular
1022,alexsantosfilho,SpringBoot-Angular7-Online-Shopping-Store-Front,alexsantosfilho/SpringBoot-Angular7-Online-Shopping-Store-Front,https://github.com/alexsantosfilho/SpringBoot-Angular7-Online-Shopping-Store-Front.git,0,0,19,0,997,2,angular
1023,alexeagleson,angular-ecom-shop,alexeagleson/angular-ecom-shop,https://github.com/alexeagleson/angular-ecom-shop.git,0,0,0,95,173,2,angular
1024,paulcaseys,angular-shop-boilerplate,paulcaseys/angular-shop-boilerplate,https://github.com/paulcaseys/angular-shop-boilerplate.git,0,0,0,100,143,2,angular
1025,AtharvaKalsekar,Angular-Shopping-App,AtharvaKalsekar/Angular-Shopping-App,https://github.com/AtharvaKalsekar/Angular-Shopping-App.git,0,0,2,72,472,2,angular
1026,Airbone223,panda-shop-angular,Airbone223/panda-shop-angular,https://github.com/Airbone223/panda-shop-angular.git,0,0,0,75,772,2,angular
1027,nayakashu,angular-shopping-app,nayakashu/angular-shopping-app,https://github.com/nayakashu/angular-shopping-app.git,0,0,0,83,115,2,angular
1028,abecel22,recipe-hub,abecel22/recipe-hub,https://github.com/abecel22/recipe-hub.git,0,0,0,62,124,2,angular
